STEP,X,Y
22000,5.3215,1.0803
22000,3.7983,5.9431
22000,6.8844,4.6410
22000,8.6259,6.8117
22000,4.5385,9.5057
22000,6.4769,2.1502
22000,5.9568,5.8205
22000,7.6050,7.3351
22000,7.8750,2.9343
22000,3.8503,9.9463
22000,9.6058,7.2183
22000,4.6588,7.8407
22000,0.0759,4.7149
22000,4.9282,0.6164
22000,1.0586,3.7207
22000,0.7581,4.6588
22000,8.0314,1.8850
22000,1.8339,0.6993
22000,1.7471,2.9149
22000,9.9325,1.1463
22000,1.4002,7.6495
22000,8.5836,8.2213
22000,0.0160,7.0783
22000,3.7220,6.5973
22000,7.4383,8.1248
22000,1.2397,0.0519
22000,0.0696,7.8589
22000,5.3555,3.8994
22000,6.3143,4.6673
22000,9.4332,4.0988
22000,3.2024,8.0276
22000,5.3326,7.4450
22000,5.6089,0.2226
23000,2.9967,6.5341
23000,6.8442,4.0276
23000,4.6314,2.3168
23000,8.5374,5.8852
23000,6.6615,2.1035
23000,2.0127,9.1666
23000,6.2498,9.8588
23000,8.9793,2.9842
23000,9.9049,8.3223
23000,1.0584,8.6271
23000,9.6344,6.9350
23000,8.1782,2.4542
23000,9.2070,1.7657
23000,9.3009,7.9805
23000,1.2787,1.9658
23000,0.7794,0.3155
23000,0.5104,6.1973
23000,7.6210,0.1195
23000,6.7831,6.5240
23000,4.1397,6.4494
23000,3.0727,2.0158
23000,8.1538,8.9112
23000,1.2662,4.5635
23000,5.3525,2.4435
23000,2.5253,4.3864
23000,5.8122,9.8496
23000,6.5905,9.2869
23000,9.7468,7.4865
23000,2.8294,1.0964
23000,7.9983,7.0738
23000,5.9349,2.5388
23000,9.4454,2.4775
23000,1.7513,6.9147
23000,7.1721,0.7137
23000,9.9320,4.5505
23000,9.0807,6.3581
23000,4.6638,4.0849
23000,5.6109,6.5002
23000,3.9205,1.6350
23000,2.6075,7.4224
24000,1.0085,6.6099
24000,3.4575,1.7856
24000,7.7203,4.4348
24000,7.1430,3.9783
24000,9.7068,0.8090
24000,3.4423,9.4614
24000,5.8879,7.6153
24000,6.3656,1.9508
24000,5.4436,2.5852
24000,1.3443,7.5439
24000,2.4368,5.2430
24000,7.0288,2.1795
24000,9.1544,1.1384
24000,4.0001,0.9671
24000,7.2063,9.2150
24000,2.1844,6.8584
24000,7.6960,9.9495
24000,4.4576,1.9257
24000,6.2289,9.5073
24000,0.4129,9.9519
24000,2.0849,4.3383
24000,2.5762,4.3583
24000,2.7314,0.6198
24000,1.5651,6.2262
24000,9.4917,3.1196
24000,4.8325,1.5664
24000,4.7203,9.1153
24000,3.1220,4.0136
24000,2.7395,0.0754
24000,5.7011,1.3138
24000,4.8398,4.5666
24000,7.1880,0.3287
24000,4.9527,6.1186
24000,8.1077,4.0535
24000,0.6206,5.1118
24000,6.1879,0.3895
24000,4.2077,9.2424
24000,8.8835,4.1505
24000,8.2307,1.0663
24000,5.2018,6.8765
25000,9.8874,3.9029
25000,1.3613,4.7644
25000,5.8287,5.7574
25000,1.5338,2.6227
25000,5.7527,2.4755
25000,8.9671,8.7537
25000,5.8744,7.5850
25000,6.0066,3.5037
25000,3.2854,2.3383
25000,3.1336,0.3930
25000,7.9878,2.6487
25000,2.7876,2.6441
25000,2.7834,6.3263
25000,0.3294,1.4967
25000,0.1870,0.9745
25000,8.3692,3.6282
25000,4.5793,1.8932
25000,4.8965,9.0153
25000,0.8210,5.0367
25000,3.6288,2.7318
25000,7.1023,4.3646
25000,4.7997,3.2906
25000,6.6982,1.0460
25000,5.4997,8.3068
25000,2.2277,5.5598
25000,6.3878,7.3487
25000,3.0052,1.0066
25000,2.3767,6.0613
25000,3.9264,2.3894
25000,7.9107,9.4077
25000,6.5776,9.3425
25000,5.3025,9.3968
25000,7.6919,5.7576
25000,8.6062,7.5284
25000,9.1804,6.4983
25000,7.9529,0.0491
25000,7.5775,0.7792
25000,8.5363,1.6433
25000,9.4690,5.5971
25000,0.8043,4.1909
26000,1.4094,9.9528
26000,0.5429,3.6256
26000,7.7090,7.1949
26000,6.8740,8.8688
26000,2.6335,5.8239
26000,6.2055,8.3739
26000,2.9462,7.5689
26000,4.6276,4.4282
26000,3.6626,1.0202
26000,7.5983,5.3233
26000,7.8424,2.9437
26000,4.5693,6.6889
26000,3.9203,7.0119
26000,5.5993,9.9478
26000,5.3262,2.2781
26000,2.2377,4.0863
26000,5.0685,7.7984
26000,4.6794,4.0154
26000,0.9393,7.6434
26000,3.5050,7.8145
26000,9.3913,2.0253
26000,2.0027,5.5990
26000,6.3383,1.0105
26000,6.9324,4.6479
26000,9.6435,7.8138
26000,2.5394,9.5227
26000,8.7549,0.1357
26000,6.4764,0.4623
26000,9.1050,9.6826
26000,3.8633,3.7094
26000,5.4485,7.2709
26000,8.8866,0.6490
26000,8.3289,1.9732
26000,9.8730,0.3820
26000,0.5567,8.8604
26000,2.3195,1.7938
